"title";"description";"year";"director";"country";"image_url";"genres"
"Iron Man 2";"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.";"2010";"Jon Favreau";"США";"http://example.com/image.jpg";"Adventure,Action,Science fiction"
"Snow White and the Huntsman";"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.";"2012";"Rupert Sanders";"США";"http://example.com/image.jpg";"Adventure,Fantasy,Drama"
"Maleficent";"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.";"2014";"Robert Stromberg";"США";"http://example.com/image.jpg";"Fantasy,Adventure,Action,Family,Romance"
"Dawn of the Planet of the Apes";"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.";"2014";"Matt Reeves";"США";"http://example.com/image.jpg";"Science fiction,Action,Drama,Thriller"
"The Lovers";"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.";"2015";"Roland Joff\u00e9";"Australia";"http://example.com/image.jpg";"Action,Adventure,Science fiction,Romance"
"47 Ronin";"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.";"2013";"Carl Rinsch";"США";"http://example.com/image.jpg";"Drama,Action,Adventure,Fantasy"
"Captain America: The Winter Soldier";"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.";"2014";"Anthony Russo";"США";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"Shrek Forever After";"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.";"2010";"Mike Mitchell";"США";"http://example.com/image.jpg";"Comedy,Adventure,Fantasy,Animation,Family"
"Tomorrowland";"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""";"2015";"Brad Bird";"США";"http://example.com/image.jpg";"Adventure,Family,Mystery,Science fiction"
"Big Hero 6";"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.";"2014";"Chris Williams";"США";"http://example.com/image.jpg";"Adventure,Family,Animation,Action,Comedy"
"Wreck-It Ralph";"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.";"2012";"Rich Moore";"США";"http://example.com/image.jpg";"Family,Animation,Comedy,Adventure"
"The Polar Express";"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.";"2004";"Robert Zemeckis";"США";"http://example.com/image.jpg";"Adventure,Animation,Family,Fantasy"
"Independence Day: Resurgence";"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.";"2016";"Roland Emmerich";"США";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"How to Train Your Dragon";"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father";"2010";"Chris Sanders";"США";"http://example.com/image.jpg";"Fantasy,Adventure,Animation,Family"
"Terminator 3: Rise of the Machines";"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.";"2003";"Jonathan Mostow";"Germany";"http://example.com/image.jpg";"Action,Thriller,Science fiction"
"Guardians of the Galaxy";"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.";"2014";"James Gunn";"Великобритания";"http://example.com/image.jpg";"Action,Science fiction,Adventure"
"Interstellar";"Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.";"2014";"Christopher Nolan";"Canada";"http://example.com/image.jpg";"Adventure,Drama,Science fiction"
"Inception";"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.";"2010";"Christopher Nolan";"Великобритания";"http://example.com/image.jpg";"Action,Thriller,Science fiction,Mystery,Adventure"
"Shin Godzilla";"From the mind behind Evangelion comes a hit larger than life.  When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.";"2016";"Hideaki Anno";"Japan";"http://example.com/image.jpg";"Action,Adventure,Drama,Horror,Science fiction"
"The Hobbit: An Unexpected Journey";"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.";"2012";"Peter Jackson";"New Zealand";"http://example.com/image.jpg";"Adventure,Fantasy,Action"
"The Fast and the Furious";"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.";"2001";"Rob Cohen";"Germany";"http://example.com/image.jpg";"Action,Crime,Thriller"
"The Curious Case of Benjamin Button";"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.";"2008";"David Fincher";"США";"http://example.com/image.jpg";"Fantasy,Drama,Thriller,Mystery,Romance"
"X-Men: First Class";"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.";"2011";"Matthew Vaughn";"США";"http://example.com/image.jpg";"Action,Science fiction,Adventure"
"The Hunger Games: Mockingjay - Part 2";"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.";"2015";"Francis Lawrence";"Germany";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"The Sorcerer's Apprentice";"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.";"2010";"Jon Turteltaub";"США";"http://example.com/image.jpg";"Fantasy,Adventure,Action,Comedy,Drama"
"Poseidon";"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.";"2006";"Wolfgang Petersen";"США";"http://example.com/image.jpg";"Adventure,Action,Drama,Thriller"
"Alice Through the Looking Glass";"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.";"2016";"James Bobin";"Великобритания";"http://example.com/image.jpg";"Fantasy"
"Shrek the Third";"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.";"2007";"Chris Miller";"США";"http://example.com/image.jpg";"Fantasy,Adventure,Animation,Comedy,Family"
"Warcraft";"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.";"2016";"Duncan Jones";"Canada";"http://example.com/image.jpg";"Action,Adventure,Fantasy"
"Terminator Genisys";"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.";"2015";"Alan Taylor";"США";"http://example.com/image.jpg";"Science fiction,Action,Thriller,Adventure"
"The Chronicles of Narnia: The Voyage of the Dawn Treader";"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.";"2010";"Michael Apted";"США";"http://example.com/image.jpg";"Adventure,Family,Fantasy"
"Pearl Harbor";"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.";"2001";"Michael Bay";"США";"http://example.com/image.jpg";"History,Romance,War"
"Transformers";"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.";"2007";"Michael Bay";"США";"http://example.com/image.jpg";"Adventure,Science fiction,Action"
"Alexander";"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.";"2004";"Oliver Stone";"France";"http://example.com/image.jpg";"War,History,Action,Adventure,Drama"
"Harry Potter and the Order of the Phoenix";"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.";"2007";"David Yates";"Великобритания";"http://example.com/image.jpg";"Adventure,Fantasy,Family,Mystery"
"Harry Potter and the Goblet of Fire";"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.";"2005";"Mike Newell";"Великобритания";"http://example.com/image.jpg";"Adventure,Fantasy,Family"
"Hancock";"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?";"2008";"Peter Berg";"США";"http://example.com/image.jpg";"Fantasy,Action"
"I Am Legend";"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.";"2007";"Francis Lawrence";"США";"http://example.com/image.jpg";"Drama,Horror,Action,Thriller,Science fiction"
"Charlie and the Chocolate Factory";"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.";"2005";"Tim Burton";"Australia";"http://example.com/image.jpg";"Adventure,Comedy,Family,Fantasy"
"Ratatouille";"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.";"2007";"Jan Pinkava";"США";"http://example.com/image.jpg";"Animation,Comedy,Family,Fantasy"
"Batman Begins";"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.";"2005";"Christopher Nolan";"Великобритания";"http://example.com/image.jpg";"Action,Crime,Drama"
"Madagascar: Escape 2 Africa";"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.";"2008";"Eric Darnell";"США";"http://example.com/image.jpg";"Family,Animation"
"Night at the Museum: Battle of the Smithsonian";"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.";"2009";"Shawn Levy";"США";"http://example.com/image.jpg";"Adventure,Fantasy,Action,Comedy,Family"
"X-Men Origins: Wolverine";"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.";"2009";"Gavin Hood";"США";"http://example.com/image.jpg";"Adventure,Action,Thriller,Science fiction"
"The Matrix Revolutions";"The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.";"2003";"Lilly Wachowski";"США";"http://example.com/image.jpg";"Adventure,Action,Thriller,Science fiction"
"Frozen";"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.";"2013";"Chris Buck";"США";"http://example.com/image.jpg";"Animation,Adventure,Family"
"The Matrix Reloaded";"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.";"2003";"Lilly Wachowski";"Australia";"http://example.com/image.jpg";"Adventure,Action,Thriller,Science fiction"
"Thor: The Dark World";"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.";"2013";"Alan Taylor";"США";"http://example.com/image.jpg";"Action,Adventure,Fantasy"
"Mad Max: Fury Road";"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.";"2015";"George Miller";"Australia";"http://example.com/image.jpg";"Action,Adventure,Science fiction,Thriller"
"Angels & Demons";"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.";"2009";"Ron Howard";"Italy";"http://example.com/image.jpg";"Thriller,Mystery"
"Thor";"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.";"2011";"Kenneth Branagh";"США";"http://example.com/image.jpg";"Adventure,Fantasy,Action"
"Bolt";"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.";"2008";"Chris Williams";"США";"http://example.com/image.jpg";"Animation,Family,Adventure,Comedy"
"G-Force";"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?";"2009";"Hoyt Yeatman";"США";"http://example.com/image.jpg";"Fantasy,Action,Adventure,Family,Comedy"
"Wrath of the Titans";"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.";"2012";"Jonathan Liebesman";"Spain";"http://example.com/image.jpg";"Adventure"
"Dark Shadows";"Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.";"2012";"Tim Burton";"Australia";"http://example.com/image.jpg";"Comedy,Fantasy"
"Mission: Impossible - Rogue Nation";"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.";"2015";"Christopher McQuarrie";"China";"http://example.com/image.jpg";"Action,Adventure,Thriller"
"The Wolfman";"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.";"2010";"Joe Johnston";"США";"http://example.com/image.jpg";"Drama,Horror,Thriller"
"Bee Movie";"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.";"2007";"Steve Hickner";"США";"http://example.com/image.jpg";"Family,Animation,Adventure,Comedy"
"Kung Fu Panda 2";"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.";"2011";"Jennifer Yuh Nelson";"США";"http://example.com/image.jpg";"Animation,Family"
"The Last Airbender";"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.";"2010";"M. Night Shyamalan";"США";"http://example.com/image.jpg";"Action,Adventure,Family,Fantasy"
"Mission: Impossible III";"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.";"2006";"J.J. Abrams";"China";"http://example.com/image.jpg";"Adventure,Action,Thriller"
"White House Down";"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.";"2013";"Roland Emmerich";"США";"http://example.com/image.jpg";"Action,Drama,Thriller"
"Mars Needs Moms";"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.";"2011";"Simon Wells";"США";"http://example.com/image.jpg";"Adventure,Animation,Family"
"Flushed Away";"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.";"2006";"David Bowers";"Великобритания";"http://example.com/image.jpg";"Adventure,Animation,Comedy,Family"
"Pan";"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.";"2015";"Joe Wright";"США";"http://example.com/image.jpg";"Adventure,Family,Fantasy"
"Mr. Peabody & Sherman";"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.";"2014";"Rob Minkoff";"США";"http://example.com/image.jpg";"Animation,Adventure,Family"
"Troy";"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.";"2004";"Wolfgang Petersen";"США";"http://example.com/image.jpg";"Adventure,Drama,War"
"Madagascar 3: Europe's Most Wanted";"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.";"2012";"Conrad Vernon";"США";"http://example.com/image.jpg";"Animation,Family"
"Die Another Day";"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.";"2002";"Lee Tamahori";"Великобритания";"http://example.com/image.jpg";"Adventure,Action,Thriller"
"Ghostbusters";"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.";"2016";"Paul Feig";"США";"http://example.com/image.jpg";"Action,Fantasy,Comedy"
"Armageddon";"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.";"1998";"Michael Bay";"США";"http://example.com/image.jpg";"Action,Thriller,Science fiction,Adventure"
"Men in Black II";"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.";"2002";"Barry Sonnenfeld";"США";"http://example.com/image.jpg";"Action,Adventure,Comedy,Science fiction"
"Beowulf";"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.";"2007";"Robert Zemeckis";"США";"http://example.com/image.jpg";"Adventure,Action,Animation"
"Kung Fu Panda 3";"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.";"2016";"Jennifer Yuh Nelson";"China";"http://example.com/image.jpg";"Action,Adventure,Animation,Comedy,Family"
"Mission: Impossible - Ghost Protocol";"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.";"2011";"Brad Bird";"Czech Republic";"http://example.com/image.jpg";"Action,Thriller,Adventure"
"Rise of the Guardians";"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.";"2012";"Peter Ramsey";"США";"http://example.com/image.jpg";"Fantasy,Animation,Family"
"Fun with Dick and Jane";"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.";"2005";"Dean Parisot";"США";"http://example.com/image.jpg";"Comedy"
"The Last Samurai";"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.";"2003";"Edward Zwick";"Japan";"http://example.com/image.jpg";"Drama,Action,War,History"
