"title";"description";"year";"director";"country";"image_url";"genres"
"Stuart Little";"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.";"1999";"Rob Minkoff";"Germany";"http://example.com/image.jpg";"Animation,Fantasy,Family,Comedy"
"The Princess and the Frog";"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.";"2009";"Ron Clements";"США";"http://example.com/image.jpg";"Romance,Family,Animation,Music"
"The Martian";"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.";"2015";"Ridley Scott";"США";"http://example.com/image.jpg";"Drama,Adventure,Science fiction"
"The Island";"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.";"2005";"Michael Bay";"США";"http://example.com/image.jpg";"Action,Thriller,Science fiction,Adventure"
"Town & Country";"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.";"2001";"Peter Chelsom";"";"http://example.com/image.jpg";"Comedy,Romance"
"Gone in Sixty Seconds";"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.";"2000";"Dominic Sena";"США";"http://example.com/image.jpg";"Action,Crime,Thriller"
"Gladiator";"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.";"2000";"Ridley Scott";"Великобритания";"http://example.com/image.jpg";"Action,Drama,Adventure"
"Minority Report";"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.";"2002";"Steven Spielberg";"США";"http://example.com/image.jpg";"Action,Thriller,Science fiction,Mystery"
"Harry Potter and the Chamber of Secrets";"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.";"2002";"Chris Columbus";"Germany";"http://example.com/image.jpg";"Adventure,Fantasy,Family"
"Casino Royale";"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.";"2006";"Martin Campbell";"Italy";"http://example.com/image.jpg";"Adventure,Action,Thriller"
"Planet of the Apes";"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.";"2001";"Tim Burton";"США";"http://example.com/image.jpg";"Thriller,Science fiction,Action,Adventure"
"Terminator 2: Judgment Day";"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.";"1991";"James Cameron";"France";"http://example.com/image.jpg";"Action,Thriller,Science fiction"
"Public Enemies";"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.";"2009";"Michael Mann";"США";"http://example.com/image.jpg";"History,Crime,Drama"
"American Gangster";"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.";"2007";"Ridley Scott";"Великобритания";"http://example.com/image.jpg";"Drama,Crime"
"True Lies";"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.";"1994";"James Cameron";"США";"http://example.com/image.jpg";"Action,Thriller"
"The Taking of Pelham 1 2 3";"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.";"2009";"Tony Scott";"США";"http://example.com/image.jpg";"Thriller,Drama,Crime"
"Little Fockers";"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.";"2010";"Paul Weitz";"США";"http://example.com/image.jpg";"Comedy,Romance"
"The Other Guys";"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?";"2010";"Adam McKay";"США";"http://example.com/image.jpg";"Action,Comedy,Crime"
"Eraser";"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.";"1996";"Chuck Russell";"Canada";"http://example.com/image.jpg";"Action,Drama,Mystery,Thriller"
"Django Unchained";"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.";"2012";"Quentin Tarantino";"США";"http://example.com/image.jpg";"Drama,Western"
"The Hunchback of Notre Dame";"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.";"1996";"Gary Trousdale";"США";"http://example.com/image.jpg";"Drama,Animation,Family"
"The Emperor's New Groove";"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.";"2000";"Mark Dindal";"США";"http://example.com/image.jpg";"Adventure,Animation,Comedy,Family,Fantasy"
"The Expendables 2";"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.";"2012";"Simon West";"США";"http://example.com/image.jpg";"Action,Adventure,Thriller"
"National Treasure";"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.";"2004";"Jon Turteltaub";"США";"http://example.com/image.jpg";"Adventure,Action,Thriller,Mystery"
"Eragon";"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.";"2006";"Stefen Fangmeier";"Великобритания";"http://example.com/image.jpg";"Fantasy,Action,Adventure,Family"
"Where the Wild Things Are";"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.";"2009";"Spike Jonze";"США";"http://example.com/image.jpg";"Family,Fantasy"
"Epic";"A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.";"2013";"Chris Wedge";"США";"http://example.com/image.jpg";"Animation,Adventure,Family,Fantasy"
"The Tourist";"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.";"2010";"Florian Henckel von Donnersmarck";"Великобритания";"http://example.com/image.jpg";"Action,Thriller,Romance"
"End of Days";"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.";"1999";"Peter Hyams";"США";"http://example.com/image.jpg";"Action,Fantasy,Horror,Mystery"
"Blood Diamond";"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.";"2006";"Edward Zwick";"Germany";"http://example.com/image.jpg";"Drama,Thriller,Action"
"The Wolf of Wall Street";"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.";"2013";"Martin Scorsese";"США";"http://example.com/image.jpg";"Crime,Drama,Comedy"
